0,join,(RA018) Neach-freagairt,All,,
0.072492,join,(QA018) Neach-tadhail,All,,
0.197285,join,QASumBot,All,,
0.220855,set_text,(slurk server),All,,
0.235087,text_message,QASumBot,All,**Fàilte don sgrùdadh QASum!**,
0.265208,set_html,(slurk server),All,,
0.339661,set_text,(slurk server),All,,
0.390296,set_html,(slurk server),All,,
0.585673,set_html,(slurk server),All,Tàileasg Leòdhais,
0.673948,text_message,QASumBot,(RA018) Neach-freagairt,Tha (QA018) Neach-tadhail air a dhol a-steach dhan t-seòmar.,
0.696324,text_message,QASumBot,(QA018) Neach-tadhail,Tha (RA018) Neach-freagairt air a dhol a-steach dhan t-seòmar.,
0.718204,set_html,(slurk server),All,Tàileasg Leòdhais,
0.773973,set_html,(slurk server),All,Tàileasg Leòdhais,
0.830703,text_message,QASumBot,All,"Airson an sgrùdaidh seo, nì thu còmhradh ri neach eile mu thaisbeanadh aig taigh-tasgaidh. An uairsin, bheir thu geàrr-chunntas air na bhruidhinn thu seachad",
0.855318,set_html,(slurk server),All,Tàileasg Leòdhais,
0.907292,set_text,(slurk server),All,,
0.990744,set_text,(slurk server),All,,
1.005441,set_html,(slurk server),All,,
1.017649,set_html,(slurk server),All,,
1.031943,set_text,(slurk server),All,,
1.048341,set_text,(slurk server),All,,
1.062752,set_html,(slurk server),All,,
1.075502,set_html,(slurk server),All,,
1.23341,text_message,QASumBot,All,Cuir a-steach `/tòiseachadh` gus an deuchainn a thòiseachadh.,
8.548696,text_message,(RA018) Neach-freagairt,All,Halò!,
15.349782,text_message,(QA018) Neach-tadhail,All,Halo,
26.613064,command,(QA018) Neach-tadhail,All,toiseachadh,
27.132956,text_message,QASumBot,(QA018) Neach-tadhail,A-nis a' feitheamh ris a' chompanach agad `/tòiseachadh` a thaipeadh.,
48.233942,text_message,(RA018) Neach-freagairt,All,Nach cuir sibh ceisteam orm mu na Fir Tàileisg?,
83.509443,command,(RA018) Neach-freagairt,All,tòiseachadh,
83.531221,text_message,QASumBot,All,Math fhèin! Tòisichidh an còmhradh a-nis.,task_start
83.561358,set_html,(slurk server),All,Tàileasg Leòdhais,
83.638167,set_html,(slurk server),All,Tàileasg Leòdhais,
83.681356,set_text,(slurk server),All,,
83.698419,set_html,(slurk server),All,,
83.7438,set_text,(slurk server),All,,
83.75855,set_html,(slurk server),All,,
108.820571,text_message,(QA018) Neach-tadhail,All,Co as a tha thu a smaoineachadh a thainig iad,
118.976144,leave,(QA018) Neach-tadhail,All,,
119.004844,text_message,QASumBot,(RA018) Neach-freagairt,"Tha (QA018) Neach-tadhail air an còmhradh fhàgail. Feuch an fuirich thu beagan, air eagal ‘s gun till do chompanach.",
192.086651,text_message,(RA018) Neach-freagairt,All,"Thathar a' smaoineachadh gun tàinig na Fir Tàileisg seo bho Nirribhidh, agus chaidh an lorg air an tràigh faisg air Camas Ùige air taobh an iar Leòdhais.",
