0.0,join,(RA024) Neach-freagairt,All,,
0.063447,join,(QA024) Neach-tadhail,All,,
0.109131,join,QASumBot,All,,
0.127046,text_message,QASumBot,All,**Fàilte don sgrùdadh QASum!**,
0.165597,set_text,(slurk server),All,,
0.203688,set_html,(slurk server),All,,
0.241629,set_text,(slurk server),All,,
0.266427,set_html,(slurk server),All,,
0.409456,text_message,QASumBot,(RA024) Neach-freagairt,Tha (QA024) Neach-tadhail air a dhol a-steach dhan t-seòmar.,
0.442177,set_html,(slurk server),All,Bìoball Gàidhlig,
0.567687,set_html,(slurk server),All,Bìoball Gàidhlig,
0.632512,text_message,QASumBot,All,"Airson an sgrùdaidh seo, nì thu còmhradh ri neach eile mu thaisbeanadh aig taigh-tasgaidh. An uairsin, bheir thu geàrr-chunntas air na bhruidhinn thu seachad",
0.662668,set_text,(slurk server),All,,
0.679408,set_html,(slurk server),All,,
0.696992,set_text,(slurk server),All,,
0.715476,set_html,(slurk server),All,,
1.134427,text_message,QASumBot,All,Cuir a-steach `/tòiseachadh` gus an deuchainn a thòiseachadh.,
8.154887,text_message,QASumBot,(QA024) Neach-tadhail,Tha (RA024) Neach-freagairt air a dhol a-steach dhan t-seòmar.,
8.188751,set_html,(slurk server),All,Bìoball Gàidhlig,
8.349464,set_html,(slurk server),All,Bìoball Gàidhlig,
8.488277,set_text,(slurk server),All,,
8.509562,set_html,(slurk server),All,,
8.526067,set_text,(slurk server),All,,
8.541809,set_html,(slurk server),All,,
35.757248,command,(RA024) Neach-freagairt,All,toiseachadh,
36.27796,text_message,QASumBot,(RA024) Neach-freagairt,A-nis a' feitheamh ris a' chompanach agad `/tòiseachadh` a thaipeadh.,
60.912014,command,(QA024) Neach-tadhail,All,tòiseachadh,
60.932954,text_message,QASumBot,All,Math fhèin! Tòisichidh an còmhradh a-nis.,task_start
60.964655,set_html,(slurk server),All,Bìoball Gàidhlig,
61.092489,set_html,(slurk server),All,Bìoball Gàidhlig,
61.655319,set_text,(slurk server),All,,
61.727109,set_html,(slurk server),All,,
61.752417,set_text,(slurk server),All,,
61.770891,set_html,(slurk server),All,,
73.749296,text_message,(RA024) Neach-freagairt,All,Feasgar math,
139.212347,text_message,(QA024) Neach-tadhail,All,Feasgar math ! Dè seòrsa leabhair a tha seo?,
162.241596,text_message,(RA024) Neach-freagairt,All,'S e seann bhìoball a th' ann.,
213.008147,text_message,(QA024) Neach-tadhail,All,Dè cho aosta a tha e?,
215.842339,text_message,(RA024) Neach-freagairt,All,Tha am bìoball sin sgrìobhte sa Ghàidhlig.,
296.99852,text_message,(RA024) Neach-freagairt,All,"Uill, bha e air fhoillseachadh ann an 1767, agus mar sin, tha e mu 250 bliadhna a dh'aois.",
352.632779,text_message,(QA024) Neach-tadhail,All,Tha sin sean! A bheil e ann an deagh staid?,
459.72726,text_message,(RA024) Neach-freagairt,All,"Gu dearbh, a dh'aoindeoin a bhith cho sean, ach cha bu chòir dhuinn a bhith ga làimhseachadh cus.",
627.548932,text_message,(QA024) Neach-tadhail,All,"Gu dearbh. Ciamar a chaidh a dh' eadar-theangachadh gu Gàidhlig ? An e seo a' chiad Bìoball ann an Gàidhlig, no an robh e air a dh' eadar-theangachadh roimhe 1767 mar-thà?",
661.799293,text_message,QASumBot,All,"Tha an còmhradh agad air mairsinn airson greis mu thràth. Nuair a bhios tu deiseil bruidhinn mun taisbeanadh, sgrìobh `/deiseil` gus an geàrr-chunntas a thòiseachadh.",
807.397682,text_message,(RA024) Neach-freagairt,All,"Bha, bha eadar-theangaidhean ann ro seo, ach cha robh iad air fhoillseachadh, bha iad nan làmh-sgìobhainn, agus bha iad a' cleachdadh Gaeilge (Gàidhlig na h-Èirinn).",
868.946887,text_message,(QA024) Neach-tadhail,All,Agus an deach leabhraichean adhraidh eile fhoillseachadh ann an Gàidhlig cuideachd?,
963.913087,text_message,(RA024) Neach-freagairt,All,"Gu dearbh. Bha Leabhar an Òrdugh Choitcheann a chlò-bhualadh ann an 1567, agus bha Salmadair foillseachadh ann an 1684.",
1042.755768,text_message,(QA024) Neach-tadhail,All,Ciamar a bhios an Salmadair air a chaitheamh?,
1093.367831,text_message,(RA024) Neach-freagairt,All,Bha na Sailm air an eadar-theangachadh ann an cruth meatrach airson seinn choitheanail.,
1162.093149,text_message,(QA024) Neach-tadhail,All,Am bi daoine a' seinn nam Sailm fhathast san latha a th' ann?,
1219.557247,text_message,(RA024) Neach-freagairt,All,"Bithidh, bidh gu dearbh. Faodaidh sibh an èisteachd air an rèidio!",
1332.571434,text_message,(QA024) Neach-tadhail,All,"Dè mu dhèidhinn an leabhar eile, Leabhar an Òrdugh Choitcheann? Cò sgrìobh an leabhar seo is ciamar a chleachdadh e?",
1435.003458,text_message,(RA024) Neach-freagairt,All,"Uill, an leabhar sin, a rèir coltas sin a' chiad leabhar clò-bhuailte ann an Gàidhlig na h-Alba, ann an 1567.",
1506.322789,text_message,(RA024) Neach-freagairt,All,Tha mi a' smaoineachadh gun deach e a sgrìobhadh leis na sagairtean. Chan eil mi cinnteach!,
1548.194981,text_message,(QA024) Neach-tadhail,All,A bheil leth-breac dheth fhathast ann san latha an-diugh?,
1582.027852,text_message,(RA024) Neach-freagairt,All,Ach tha an leabhar sin ag innse dhaibh ciamar a nì sibh seirbheisean san eaglais.,
1626.484906,text_message,(RA024) Neach-freagairt,All,"Tha mi a' creidsinn gu bheil leth-bhreac ann, ach chan eil fear againn an seo.",
1688.021383,text_message,(QA024) Neach-tadhail,All,'S mòr am beud. A bheil e caran coltach ri leabhar-aifreann ma-thà?,
1733.990224,text_message,(RA024) Neach-freagairt,All,"Sin e, gu dearbh.",
1769.381064,text_message,(QA024) Neach-tadhail,All,"Uill, tapadh leibh, bha sin glè inntineach!",
1787.175981,text_message,(RA024) Neach-freagairt,All,'S e ur beatha.,
1791.499646,command,(QA024) Neach-tadhail,All,deiseil,
1791.517344,text_message,QASumBot,(QA024) Neach-tadhail,A-nis a' feitheamh ris a' chompanach agad `/deiseil` a thaipeadh.,
1791.539785,text_message,QASumBot,(RA024) Neach-freagairt,Tha do chompanach dhen bheachd gu bheil an còmhradh deiseil a-nis. Sgrìobh `/deiseil` ma bhios tu ag aontachadh.,
1800.74008,command,(RA024) Neach-freagairt,All,deiseil,
1800.762791,text_message,QASumBot,All,"Ceart gu leòr, feuch an toir thu geàrr-chunntas **a-mhàin** air an fhiosrachadh mun taisbeanadh **air an do bhruidhinn thu nur còmhradh**.",summary_start
1800.783815,text_message,QASumBot,All,"Nuair a tha thu air do gheàrr-chunntas a chuir a-steach, sgrìobh `/ath` gus gluasad chun ath thaisbeanadh.",
1806.256342,command,(RA024) Neach-freagairt,All,ath,
1806.275152,text_message,QASumBot,(RA024) Neach-freagairt,A-nis a' feitheamh ris a' chompanach agad `/ath` a thaipeadh.,
1806.299614,text_message,QASumBot,(QA024) Neach-tadhail,Tha do chom-pàirtiche deiseil leis a' gheàrr-chunntas aca. Taidhp `/ath` nuair a bhios tu deiseil leis an fhear agad fhèin.,
1932.975212,text_message,(RA024) Neach-freagairt,All,Cha do rinn mi geàrr-chunntas!,
2106.277603,text_message,QASumBot,(RA024) Neach-freagairt,Tha do chom-pàirtiche fhathast ag obair air a' gheàrr-chunntas aca. Cuir `/ath` a-rithist nuair a bhios an dithis agaibh deiseil.,
2204.074516,text_message,(RA024) Neach-freagairt,All,"Geàrr-chunntas: dh'innis mi gur e seann Bìoball a th' ann, mu 250 bliadhan a dh'aois, sgrìobhte sa Ghàidhlig. Dh'innis mi gun robh seann leabhraichean eile ann, mar eisimpleir An Òrdugh Choitcheann, agus Salmadair, agus gun robh leabhraicheann mar làmh-sgrìobhainn ann cuideachd. Agus fheuch mi a ràdh ciamar a bha na leabhraichean seo air a cleachdadh.",
2216.985934,command,(RA024) Neach-freagairt,All,ath,
2217.015253,text_message,QASumBot,(RA024) Neach-freagairt,A-nis a' feitheamh ris a' chompanach agad `/ath` a thaipeadh.,
2217.045748,text_message,QASumBot,(QA024) Neach-tadhail,Tha do chom-pàirtiche deiseil leis a' gheàrr-chunntas aca. Taidhp `/ath` nuair a bhios tu deiseil leis an fhear agad fhèin.,
2223.03843,text_message,(QA024) Neach-tadhail,All,"Chaidh iomadh leabhraichean adhraidh fhoillseachadh gu Gàidhlig. Bha am Bìoball air  fhoillseachadh ann an 1767, bha Leabhar an Òrdugh Choitcheann a chlò-bhualadh ann an 1567, agus bha Salmadair foillseachadh ann an 1684. 'S e Leabhar an Òrdugh Choitcheann a' chiad leabhar clò-bhuailte ann an Gàidhlig na h-Alba, agus bha na Sailm air an eadar-theangachadh ann an cruth meatrach airson seinn choitheanail, agus bidh iad fhathast air an seinn san latha an-diugh.#",
2228.439772,command,(QA024) Neach-tadhail,All,ath,
2228.456977,text_message,QASumBot,All,"Ceart gu leòr, tha sinn ag ullachadh an ath thaisbeanadh...",task_start
2228.505659,set_html,(slurk server),All,Ghall-Ghàidhealaibh,
2228.983263,set_html,(slurk server),All,Ghall-Ghàidhealaibh,
2229.433777,set_text,(slurk server),All,,
2229.453883,set_html,(slurk server),All,,
2229.477028,set_text,(slurk server),All,,
2229.494695,set_html,(slurk server),All,,
2323.586553,text_message,(QA024) Neach-tadhail,All,Feasgar math!,
2348.468307,text_message,(RA024) Neach-freagairt,All,Feasgar math dhaibh. Dè nì mi dhaibh?,
2358.228065,text_message,(RA024) Neach-freagairt,All,dhuibh,
2391.965176,text_message,(QA024) Neach-tadhail,All,'S e taisbheanadh inntinneach a tha seo. Cò às a an tasgadh seo?,
