0,join,(QA013) Neach-tadhail,All,,
0.048974,join,(RA013) Neach-freagairt,All,,
0.167381,join,QASumBot,All,,
0.180246,text_message,QASumBot,All,**Fàilte don sgrùdadh QASum!**,
0.201708,set_text,(slurk server),All,,
0.219386,set_html,(slurk server),All,,
0.242159,set_text,(slurk server),All,,
0.270797,set_html,(slurk server),All,,
0.341117,text_message,QASumBot,(QA013) Neach-tadhail,Tha (RA013) Neach-freagairt air a dhol a-steach dhan t-seòmar.,
0.36179,set_html,(slurk server),All,Bogsa snaoisein co-cheangailte ri Fionnghal NicDhòmhnaill,
0.389825,set_html,(slurk server),All,Bogsa snaoisein co-cheangailte ri Fionnghal NicDhòmhnaill,
0.413581,set_text,(slurk server),All,,
0.430797,set_html,(slurk server),All,,
0.456854,set_text,(slurk server),All,,
0.480624,set_html,(slurk server),All,,
0.681796,text_message,QASumBot,All,"Airson an sgrùdaidh seo, nì thu còmhradh ri neach eile mu thaisbeanadh aig taigh-tasgaidh. An uairsin, bheir thu geàrr-chunntas air na bhruidhinn thu seachad",
1.182525,text_message,QASumBot,All,Cuir a-steach `/tòiseachadh` gus an deuchainn a thòiseachadh.,
7.67543,command,(RA013) Neach-freagairt,All,tòiseachadh,
8.190389,text_message,QASumBot,(RA013) Neach-freagairt,A-nis a' feitheamh ris a' chompanach agad `/tòiseachadh` a thaipeadh.,
25.901221,command,(QA013) Neach-tadhail,All,tòiseachadh,
25.918418,text_message,QASumBot,All,Math fhèin! Tòisichidh an còmhradh a-nis.,task_start
25.945225,set_html,(slurk server),All,Bogsa snaoisein co-cheangailte ri Fionnghal NicDhòmhnaill,
25.984709,set_html,(slurk server),All,Bogsa snaoisein co-cheangailte ri Fionnghal NicDhòmhnaill,
26.011714,set_text,(slurk server),All,,
26.034255,set_html,(slurk server),All,,
26.049008,set_text,(slurk server),All,,
26.061983,set_html,(slurk server),All,,
38.754683,text_message,(RA013) Neach-freagairt,All,Cò tha cur ceist?,
46.639523,text_message,(QA013) Neach-tadhail,All,Mise,
51.035227,text_message,(RA013) Neach-freagairt,All,Ruicht,
107.110246,text_message,(QA013) Neach-tadhail,All,Cò tha seo agus carson a tha ìomhaigh ann dheth no dhi?,
229.257011,text_message,(RA013) Neach-freagairt,All,"'S am Prìonnsa Teàrlach Eideard Stiùbhart a tha san dealbh, agus tha e air a' bhogsa-shnaoisein on a tha sinn an dùil gum b' ann le Fionnghal NicDhòmhnaill a bha e, a chuidich e nuair a bha e ann an Alba. Bha ise an sàs sna Seumasaich, agus bhuin i do dh'Uibhist a Deas. Chuidich i am Prionnsa a thoirt do Bheinn na Fadhla, mus robh port-adhair ann.",
299.022835,text_message,(QA013) Neach-tadhail,All,Ceud taing agus dè th' ann am Beinn na Faoghla?,
326.721712,text_message,(RA013) Neach-freagairt,All,"'S e meadhan a' chruinne-cè a th' ann am Beinn na Fadhla, eadar Uibhist a Tuath is Uibhist a Deas",
352.6797,text_message,(QA013) Neach-tadhail,All,"Uill, tha thu brìste.",
374.52113,text_message,(RA013) Neach-freagairt,All,"Chan eil fhathast, ach chì sinn aig a' cheann thall",
378.015158,text_message,(QA013) Neach-tadhail,All,Inns dhomh beagan mu Sheumasachd,
482.600916,text_message,(RA013) Neach-freagairt,All,"B' e iomairt a bh' ann gus Am Prionnsa a chur an àite an Rìgh Gearmailteach, Seòras. Bha luchd-leantainn Theàrlaich an dùil gum bu chòir dha-san bhith na Rìgh, oir b' esan mac Rìgh Seumas VII / II. Ach bha e Caitligeach. Dh'adhbharaich seo uile Blàr Chùl Lodair a thug bàs do cheudan de Ghàidheil is buaidh mhòr air a' chànan.",
534.315685,text_message,(QA013) Neach-tadhail,All,"Ceud taing, tha mi faireachdainn gu math glic a-nise.",
537.191262,command,(QA013) Neach-tadhail,All,ath,
537.208166,text_message,QASumBot,(QA013) Neach-tadhail,A-nis a' feitheamh ris a' chompanach agad `/ath` a thaipeadh.,
537.238315,text_message,QASumBot,(RA013) Neach-freagairt,Tha do chom-pàirtiche deiseil leis a' gheàrr-chunntas aca. Taidhp `/ath` nuair a bhios tu deiseil leis an fhear agad fhèin.,
541.665614,command,(RA013) Neach-freagairt,All,ath,
541.67,manual_annotation,,,"task over, summary skipped",summary_start
541.682431,text_message,QASumBot,All,"Ceart gu leòr, tha sinn ag ullachadh an ath thaisbeanadh...",task_start
541.71193,set_html,(slurk server),All,Bìoball Gàidhlig,
541.791443,set_html,(slurk server),All,Bìoball Gàidhlig,
541.909328,set_text,(slurk server),All,,
541.97037,set_html,(slurk server),All,,
541.983806,set_text,(slurk server),All,,
541.995453,set_html,(slurk server),All,,
